Taxa(Species/Node),Isolate(SpecimenID/repeat),Centroid_size,Tube_curvature,Lobe_area_ratio,Tube_dilation,Lobe_recurvation
Node_07,rep_002,117895.6779,0.000116635,0.071036791,1.166372662,202.0268175
Node_07,rep_003,117383.6742,0.000104669,0.070721623,1.157610085,209.9959347
Node_07,rep_004,117842.8011,0.000118322,0.071382475,1.170765835,197.5892717
Node_07,rep_005,117589.398,0.000130954,0.070238719,1.171601704,207.6646057
Node_07,rep_006,117444.6257,9.66219E-05,0.069963759,1.156832995,193.279958
Node_07,rep_007,118950.7303,0.000130643,0.070119231,1.171981633,202.3618925
Node_07,rep_008,117698.3738,0.000121792,0.070690783,1.172305753,196.5853267
Node_07,rep_009,118228.6168,0.000109161,0.072920511,1.183334144,207.0450889
Node_07,rep_010,117775.6242,0.000127231,0.069861238,1.168702707,209.8365186
Node_07,rep_011,117677.4903,0.000134133,0.070525588,1.178225288,204.9944139
Node_07,rep_012,118712.5763,0.000109296,0.070319508,1.182193925,210.5506386
Node_07,rep_013,117658.5955,0.000102117,0.071492209,1.179356633,198.0801409
Node_07,rep_014,118113.8321,0.000129077,0.070970289,1.181766695,192.8047947
Node_07,rep_015,117322.906,0.00012461,0.070675634,1.1826815,210.400963
Node_07,rep_016,118329.226,0.000134776,0.069873487,1.168851612,196.2981146
Node_07,rep_017,118199.0447,0.000113322,0.070619855,1.167610082,199.3067153
Node_07,rep_018,118499.1393,0.000120752,0.069656486,1.164015878,201.9644284
Node_07,rep_019,118641.9609,0.000122339,0.070923043,1.16998289,190.792053
Node_07,rep_020,117496.3763,0.000122711,0.071080643,1.177386885,191.010653
Node_07,rep_021,118454.6332,9.65642E-05,0.072378069,1.167914042,205.6166558
Node_07,rep_022,117218.6764,9.51551E-05,0.072001021,1.177333169,201.6404005
Node_07,rep_023,117885.5146,0.000111057,0.070425998,1.182198122,204.529893
Node_07,rep_024,117534.7425,0.00012669,0.070959619,1.177835995,197.1155849
Node_07,rep_025,117718.0492,9.53986E-05,0.071543702,1.163991499,203.556843
Node_07,rep_026,117671.7412,0.000122978,0.070249949,1.181843945,209.8630858
Node_07,rep_027,118613.8449,0.000121941,0.069235911,1.169535977,201.2303688
Node_07,rep_028,117490.8075,0.000123397,0.072216704,1.185000723,203.7365903
Node_07,rep_029,117214.3623,0.000126314,0.070415041,1.180921936,189.3085048
Node_07,rep_030,117998.1954,0.000124834,0.069648564,1.164793906,202.8979608
Node_07,rep_031,117238.8709,0.00011723,0.071375448,1.177481117,213.1746927
Node_07,rep_032,118012.2153,0.000117824,0.071286779,1.182541686,197.0584074
Node_07,rep_033,118619.9216,0.000119576,0.071080264,1.174292349,203.4671878
Node_07,rep_034,117486.8305,0.000111413,0.072200638,1.17827733,200.6814385
Node_07,rep_035,118178.275,0.000123476,0.071410545,1.184440911,195.2407723
Node_07,rep_036,117787.8405,0.000126821,0.07136661,1.190937623,202.8043092
Node_07,rep_037,117591.407,0.000103908,0.070566369,1.169737132,204.1504969
Node_07,rep_038,117051.1903,0.000110633,0.071070837,1.185964733,196.1163384
Node_07,rep_039,118883.6137,0.000119809,0.07121936,1.18633162,207.4228789
Node_07,rep_040,118164.392,9.18996E-05,0.070472765,1.154749915,195.6724339
Node_07,rep_041,117059.209,0.000119864,0.070317828,1.180041683,203.7572453
Node_07,rep_042,118108.5096,0.000121049,0.070548221,1.174698031,199.0227816
Node_07,rep_043,117979.7701,0.000111308,0.070755244,1.164264493,201.3728615
Node_07,rep_044,117998.4104,0.000110588,0.070034155,1.170527902,205.6420727
Node_07,rep_045,117762.4646,0.000132795,0.071047731,1.170563271,203.0517809
Node_07,rep_046,117994.2247,0.0001107,0.072339103,1.179039316,202.4629972
Node_07,rep_047,117959.3021,8.60633E-05,0.071562714,1.167891002,207.6003852
Node_07,rep_048,117207.6781,0.00012335,0.071924514,1.189770666,203.8503979
Node_07,rep_049,117772.3014,0.000101835,0.069539441,1.155262517,203.3337465
Node_07,rep_050,118227.9006,0.000134276,0.07104387,1.18171143,208.184016
Node_07,rep_051,118155.9176,0.000112997,0.070057508,1.169052793,209.3914081
Node_07,rep_052,118498.3318,0.000125348,0.06992096,1.170875821,211.0212136
Node_07,rep_053,117266.9908,0.000135767,0.070301291,1.173578607,207.9948035
Node_07,rep_054,118280.2497,0.000112715,0.072017099,1.180849711,196.0818541
Node_07,rep_055,118148.1802,0.000100303,0.071139143,1.176329012,200.1624425
Node_07,rep_056,117589.6792,8.78952E-05,0.071527377,1.179625276,200.4282966
Node_07,rep_057,118268.8674,0.000123853,0.070602858,1.184299011,210.5214388
Node_07,rep_058,118121.7872,0.000124791,0.071544467,1.18737043,195.2580831
Node_07,rep_059,118136.529,0.000105405,0.071027051,1.167080217,203.5136114
Node_07,rep_060,118673.078,0.000120075,0.069640997,1.162085066,195.9039427
Node_07,rep_061,118068.7368,0.000129391,0.070027679,1.177505218,198.4377111
Node_07,rep_062,118217.9443,0.000120191,0.070501725,1.182682208,205.1089501
Node_07,rep_063,117633.4886,0.000120673,0.071429383,1.182411761,201.3703626
Node_07,rep_064,117414.8462,9.08036E-05,0.071330612,1.173646966,196.3266629
Node_07,rep_065,117798.632,0.000102326,0.070390921,1.161586659,204.2618983
Node_07,rep_066,118554.6434,8.74286E-05,0.071243303,1.171171248,205.2025072
Node_07,rep_067,118353.0402,9.26164E-05,0.071673657,1.18950949,201.706402
Node_07,rep_068,118179.1289,0.000127913,0.072421032,1.178282643,207.862639
Node_07,rep_069,117924.2147,0.000129602,0.069512258,1.171176381,196.1086656
Node_07,rep_070,118293.2919,9.6286E-05,0.071416731,1.17623241,204.8373565
Node_07,rep_071,117491.6175,0.000132217,0.071686279,1.184650102,197.5539836
Node_07,rep_072,117003.4964,0.000100054,0.072262087,1.169458305,200.4177143
Node_07,rep_073,117179.5981,0.000114704,0.071225023,1.16969679,203.7858567
Node_07,rep_074,117753.9646,0.000112992,0.070868764,1.17564333,199.4074501
Node_07,rep_075,118618.1646,0.000115795,0.070876783,1.173773449,202.7647974
Node_07,rep_076,117517.2913,8.70395E-05,0.071486438,1.175454106,192.4143442
Node_07,rep_077,118565.4721,0.00013954,0.070094524,1.181353479,196.1871296
Node_07,rep_078,117759.4628,0.000132913,0.072383325,1.187212602,201.9434388
Node_07,rep_079,117582.9659,9.99505E-05,0.071543572,1.186227898,193.1604806
Node_07,rep_080,117995.1359,0.000124005,0.071453395,1.181484388,205.9123071
Node_07,rep_081,118060.8736,0.000113936,0.069399333,1.165003555,210.5118291
Node_07,rep_082,117851.8957,0.000110419,0.072478501,1.179484599,205.1838243
Node_07,rep_083,117611.8422,0.00012827,0.070562246,1.180480841,205.2366958
Node_07,rep_084,119301.0355,0.00013748,0.069930973,1.17603539,197.3150722
Node_07,rep_085,117921.7481,0.00011348,0.071722134,1.166690713,202.7675985
Node_07,rep_086,118364.2919,9.72196E-05,0.070333494,1.163521013,198.1345242
Node_07,rep_087,117322.9582,0.000128338,0.070102205,1.182804254,208.0689002
Node_07,rep_088,118517.2095,0.000129559,0.070149575,1.175416772,208.3986088
Node_07,rep_089,118204.2376,0.000126888,0.071972815,1.174300595,205.6572715
Node_07,rep_090,118020.8981,0.000105918,0.071314967,1.17860585,205.8108701
Node_07,rep_091,117858.3496,0.000118504,0.072026759,1.184262583,195.9647499
Node_07,rep_092,117977.6889,0.000128173,0.07038856,1.175850464,198.9631322
Node_07,rep_093,119201.6609,8.60879E-05,0.070916269,1.154132644,208.3533445
Node_07,rep_094,117280.1404,0.000111615,0.071097916,1.169621447,204.7910509
Node_07,rep_095,118021.3519,0.000103765,0.070724161,1.182049124,202.4967847
Node_07,rep_096,117318.0386,0.000101229,0.071826609,1.175559008,193.7867169
Node_07,rep_097,117485.0719,0.000124146,0.071291211,1.176928426,198.9113057
Node_07,rep_098,118489.5,0.000117242,0.070297671,1.167341769,200.3338644
Node_07,rep_099,117709.6831,0.000106093,0.072047631,1.171766897,215.1403783
Node_07,rep_100,118533.8998,0.000109451,0.070072602,1.164026751,197.7087953
Node_08,rep_001,130788.908,0.000116001,0.071663029,1.127758872,194.0174063
Node_08,rep_002,130583.6287,0.000107138,0.070776565,1.125863482,192.3569813
Node_08,rep_003,130195.1542,0.000107806,0.071123542,1.125075006,196.3797556
Node_08,rep_004,131318.9668,0.00011411,0.071223085,1.130319792,189.5032972
Node_08,rep_005,129859.1541,0.000116557,0.070645236,1.124613912,184.3799827
Node_08,rep_006,130265.1526,0.0001101,0.069947591,1.124237845,181.5585901
Node_08,rep_007,131234.3349,0.000116556,0.071288388,1.157828365,163.8209573
Node_08,rep_008,130525.4816,0.000110164,0.070670812,1.132120858,191.1736698
Node_08,rep_009,130762.8918,0.000105528,0.074020862,1.15789612,173.740655
Node_08,rep_010,130617.1625,0.000119266,0.070264085,1.127382676,195.6019286
Node_08,rep_011,131501.6399,0.000124057,0.07067839,1.126492397,193.491035
Node_08,rep_012,131655.8511,9.50396E-05,0.072834682,1.166969431,182.7711678
Node_08,rep_013,130531.0897,9.15837E-05,0.072183627,1.166103483,172.8561066
Node_08,rep_014,130647.6068,0.000118659,0.072217816,1.161394371,168.7787066
Node_08,rep_015,129610.299,0.000112798,0.071936132,1.162116344,166.2274847
Node_08,rep_016,130071.9929,0.000107568,0.072945827,1.154055001,162.3565633
Node_08,rep_017,130616.5906,0.000109756,0.07066393,1.127675831,192.6215317
Node_08,rep_018,131924.2507,0.000114662,0.070934417,1.127373069,190.7728695
Node_08,rep_019,129987.3317,0.000106802,0.07383507,1.156962857,176.4714287
Node_08,rep_020,130496.7386,9.66801E-05,0.073193447,1.158900464,168.152702
Node_08,rep_021,131591.6467,0.000107174,0.07092802,1.127153106,183.0069888
Node_08,rep_022,130180.8263,0.000103554,0.07257122,1.159635184,168.8707968
Node_08,rep_023,130577.2201,9.76315E-05,0.072222648,1.164394593,180.0858206
Node_08,rep_024,129847.216,0.000115763,0.072851527,1.16032128,172.5775674
Node_08,rep_025,130068.8824,0.000102001,0.072976103,1.156681121,177.3891953
Node_08,rep_026,130502.3357,9.71061E-05,0.072597288,1.16452413,179.6922507
Node_08,rep_027,131719.6266,0.000110604,0.071806114,1.162876218,173.8783835
Node_08,rep_028,130535.8525,0.000106857,0.072897314,1.16079086,170.4930204
Node_08,rep_029,129894.166,0.000116451,0.071287762,1.165112245,167.460455
Node_08,rep_030,131748.2741,0.000118913,0.071236383,1.120527164,190.062839
Node_08,rep_031,130466.1465,0.000113601,0.072204709,1.129536603,195.8531802
Node_08,rep_032,130602.9112,8.95946E-05,0.073173879,1.165584966,172.4734912
Node_08,rep_033,131939.6381,0.000121389,0.06995027,1.129018732,186.0719262
Node_08,rep_034,130672.722,0.000105901,0.073251839,1.159955785,170.1047593
Node_08,rep_035,130731.6906,9.80629E-05,0.07420859,1.192640277,157.0509877
Node_08,rep_036,130517.6205,0.000101019,0.073130998,1.166655062,175.8366211
Node_08,rep_037,130685.6771,0.000114194,0.072187313,1.15490663,176.4873174
Node_08,rep_038,129299.6542,9.0218E-05,0.074423165,1.195863588,156.2511806
Node_08,rep_039,131878.263,9.12676E-05,0.074019576,1.164813018,186.0328002
Node_08,rep_040,129964.1177,0.000112294,0.070495347,1.12295309,184.9034118
Node_08,rep_041,129723.243,0.000108822,0.073471068,1.191090397,155.8510961
Node_08,rep_042,129698.8058,8.8666E-05,0.073181485,1.160302321,176.3339519
Node_08,rep_043,130585.7314,0.000113744,0.071279179,1.158232886,170.9528059
Node_08,rep_044,129560.6303,0.000101194,0.072119629,1.16605117,186.2156555
Node_08,rep_045,129669.6098,0.000117647,0.071030133,1.127747095,188.4735667
Node_08,rep_046,131458.8713,0.000111577,0.071935242,1.128994686,191.6642183
Node_08,rep_047,129571.7537,0.000107001,0.07116684,1.130902155,192.0611398
Node_08,rep_048,130373.6684,0.000101979,0.073463686,1.192002327,152.8525672
Node_08,rep_049,129846.9362,0.000105075,0.070493817,1.125595328,188.1985251
Node_08,rep_050,131010.5572,0.000124804,0.069735341,1.132048963,182.8949646
Node_08,rep_051,131694.8253,0.000118874,0.071105697,1.12813101,193.549368
Node_08,rep_052,131327.1701,0.000104488,0.072013677,1.15949054,167.9309298
Node_08,rep_053,129749.9207,0.000112449,0.071533547,1.129613875,198.4268061
Node_08,rep_054,131458.5902,9.8948E-05,0.072855086,1.160166504,166.4721306
Node_08,rep_055,131565.3426,8.19427E-05,0.073062051,1.196616807,166.2431173
Node_08,rep_056,131299.6436,9.88888E-05,0.071862776,1.160795315,157.3773059
Node_08,rep_057,131358.9514,0.000110792,0.072121454,1.165166637,175.7834975
Node_08,rep_058,130656.1155,9.50066E-05,0.074489699,1.193444935,158.1114913
Node_08,rep_059,131343.4147,9.3954E-05,0.071183072,1.133606744,196.0721828
Node_08,rep_060,131643.4919,0.000125803,0.070161899,1.127813309,187.6443114
Node_08,rep_061,130493.3955,0.000125059,0.069127667,1.13232065,180.6690203
Node_08,rep_062,131824.5592,0.000108609,0.072955462,1.159288638,174.181818
Node_08,rep_063,131270.6208,9.22299E-05,0.072973458,1.164135157,181.6588916
Node_08,rep_064,129423.8492,9.0292E-05,0.07423958,1.158921828,172.2418722
Node_08,rep_065,131389.2477,0.00011728,0.07062954,1.126374632,185.2579917
Node_08,rep_066,131782.9528,8.7901E-05,0.072800989,1.163845466,180.9570757
Node_08,rep_067,129915.6749,7.33593E-05,0.07421329,1.20045631,157.7258169
Node_08,rep_068,131661.1914,0.000116961,0.072023652,1.12741976,189.391174
Node_08,rep_069,129953.9237,0.000109439,0.072642544,1.157153127,180.4157376
Node_08,rep_070,131032.6415,8.72288E-05,0.074057189,1.192815226,156.5352048
Node_08,rep_071,130463.0324,9.18906E-05,0.073052561,1.160995371,170.8582456
Node_08,rep_072,129550.0806,0.000104919,0.071658186,1.127124496,191.9260008
Node_08,rep_073,129755.983,0.000103489,0.071799245,1.129418382,193.8710841
Node_08,rep_074,130605.1329,0.000101431,0.072359519,1.162337754,167.4632803
Node_08,rep_075,130994.1006,0.000109755,0.072553347,1.1606254,172.0711517
Node_08,rep_076,131115.8366,7.82409E-05,0.075020976,1.193266816,156.5575776
Node_08,rep_077,131513.0915,0.000110263,0.072198356,1.160194534,166.5615457
Node_08,rep_078,130405.8859,0.000115303,0.072820702,1.162718934,173.8946297
Node_08,rep_079,130495.5225,8.9437E-05,0.074000721,1.196259812,154.1811715
Node_08,rep_080,131530.3491,0.000121501,0.071590897,1.161752558,174.977508
Node_08,rep_081,130821.0017,0.000133247,0.069158027,1.125768284,192.6163326
Node_08,rep_082,130577.0156,8.99869E-05,0.073189678,1.165646471,181.1791381
Node_08,rep_083,129748.9171,0.000102337,0.071489544,1.166256877,177.0649657
Node_08,rep_084,131735.2627,0.000106271,0.071174912,1.162197249,167.6845546
Node_08,rep_085,130595.6833,0.00011336,0.07071866,1.123232765,188.23771
Node_08,rep_086,130105.2541,0.00010192,0.073120181,1.153081887,164.6373576
Node_08,rep_087,130151.6299,0.000114614,0.07107333,1.163014487,164.1887636
Node_08,rep_088,129943.3017,0.000116517,0.071334546,1.166094027,178.1066366
Node_08,rep_089,130735.6561,0.000105232,0.073949576,1.154973624,171.7663768
Node_08,rep_090,130482.9671,0.000101274,0.073016446,1.166143125,180.0752871
Node_08,rep_091,130927.2802,9.88903E-05,0.074348387,1.195381222,154.8548553
Node_08,rep_092,130363.4824,0.000119308,0.070644444,1.130099825,188.2177352
Node_08,rep_093,131836.0383,0.000114633,0.07103053,1.121654141,192.9368254
Node_08,rep_094,129365.036,0.000105384,0.072127569,1.127614439,198.2916975
Node_08,rep_095,130801.5211,9.50559E-05,0.07255102,1.165556864,183.7922842
Node_08,rep_096,130635.2123,0.00010176,0.073071096,1.159982421,171.3323224
Node_08,rep_097,131224.0453,0.00011837,0.071714049,1.127248626,192.7203457
Node_08,rep_098,131791.4024,0.000114627,0.070776538,1.127941767,186.3248711
Node_08,rep_099,130541.1855,0.000112137,0.072047937,1.122943893,192.8641385
Node_08,rep_100,130151.5921,0.000108352,0.072303056,1.158451621,169.121379
Node_09,rep_001,113924.7209,0.000141577,0.070238392,0.980224014,228.558776
Node_09,rep_002,113674.9325,0.000126672,0.067979893,0.975685336,221.1952285
Node_09,rep_003,112804.2911,0.000130272,0.069030869,0.97643739,227.6946669
Node_09,rep_004,113277.1555,0.000136678,0.069237679,0.981692649,223.9449285
Node_09,rep_005,113394.446,0.000146959,0.068202828,0.970975579,205.2822389
Node_09,rep_006,112779.3645,0.000144433,0.066865651,0.972934279,200.9336934
Node_09,rep_007,114908.1195,0.000150538,0.067513215,0.989467892,194.0341017
Node_09,rep_008,113119.0772,0.000138667,0.068567304,0.981679053,226.6249218
Node_09,rep_009,114067.8233,0.000136566,0.071106148,0.987066033,206.473936
Node_09,rep_010,113422.2557,0.000143866,0.068595573,0.975145049,224.195571
Node_09,rep_011,113119.2431,0.000149854,0.068520608,0.972347235,215.7797768
Node_09,rep_012,114741.6685,0.000128422,0.069857485,0.999298095,219.7605001
Node_09,rep_013,113275.0458,0.000125131,0.068056928,0.997817265,210.0257395
Node_09,rep_014,113907.4564,0.000161706,0.068256278,0.990661434,197.7030278
Node_09,rep_015,113182.0413,0.000153995,0.068586652,0.992621175,197.8235969
Node_09,rep_016,114115.119,0.000143729,0.0690955,0.985714375,190.76122
Node_09,rep_017,113820.3419,0.000132185,0.068770333,0.976423921,219.9034424
Node_09,rep_018,114165.5129,0.000138216,0.069314462,0.979020724,221.8531701
Node_09,rep_019,114469.0541,0.000135918,0.071768654,0.989835333,216.54964
Node_09,rep_020,113022.7993,0.00013111,0.069956073,0.989780173,204.3583913
Node_09,rep_021,114242.7386,0.000140078,0.067761435,0.974912881,202.8949446
Node_09,rep_022,112827.817,0.000135284,0.068874623,0.991213313,204.0527524
Node_09,rep_023,113803.982,0.000133135,0.069603495,0.996559888,224.9176928
Node_09,rep_024,113104.496,0.000148346,0.069996757,0.992562642,210.8002977
Node_09,rep_025,113139.1213,0.000133979,0.069954781,0.990919236,217.5369533
Node_09,rep_026,113407.3732,0.000129904,0.070401719,0.994086119,212.362083
Node_09,rep_027,114364.077,0.000143109,0.068706104,0.998648918,211.3863879
Node_09,rep_028,113124.6444,0.00013477,0.069006358,0.99183614,200.6977746
Node_09,rep_029,112829.4215,0.000158227,0.067096193,0.994526937,194.6709776
Node_09,rep_030,113361.136,0.000143761,0.069062053,0.96845326,214.5975697
Node_09,rep_031,112844.3448,0.000135908,0.071267776,0.97673159,217.7066165
Node_09,rep_032,113951.1094,0.000119517,0.07049708,0.999634515,220.3096899
Node_09,rep_033,114613.2413,0.000149035,0.066514145,0.97845368,208.9210581
Node_09,rep_034,112949.1756,0.000145544,0.069688343,0.989911659,199.4982527
Node_09,rep_035,113687.7831,0.000140969,0.069691868,1.005197045,191.957219
Node_09,rep_036,113644.0433,0.000134368,0.070267799,0.996660718,212.3847893
Node_09,rep_037,112883.2771,0.000150341,0.068671619,0.984755831,205.9445198
Node_09,rep_038,112672.8435,0.000132151,0.070261863,1.009285365,192.7696447
Node_09,rep_039,114790.509,0.000120665,0.072332878,0.993560383,215.9224089
Node_09,rep_040,113828.3112,0.000148155,0.067831435,0.972667778,207.1320288
Node_09,rep_041,112793.8665,0.000159018,0.068895627,1.002893493,189.3474739
Node_09,rep_042,114067.014,0.000117887,0.070336124,0.992230642,219.7170031
Node_09,rep_043,113558.0466,0.000149419,0.067613368,0.989686696,198.3055575
Node_09,rep_044,113788.155,0.000129514,0.06975226,1.001142479,227.9460078
Node_09,rep_045,113430.8537,0.000140659,0.069142783,0.975427916,210.3710528
Node_09,rep_046,113666.2082,0.000135298,0.070271197,0.976874798,222.3522101
Node_09,rep_047,113989.4471,0.000131773,0.068793542,0.983613085,225.2403865
Node_09,rep_048,112773.2973,0.000147589,0.06811018,1.001719015,188.3386377
Node_09,rep_049,113487.9243,0.000134785,0.06832903,0.977181391,215.2177047
Node_09,rep_050,114145.834,0.000150627,0.06682639,0.979414391,199.4722321
Node_09,rep_051,113929.7478,0.00015456,0.069293303,0.976763838,222.5486962
Node_09,rep_052,114176.3117,0.00014203,0.068400505,0.991867462,191.9931063
Node_09,rep_053,112981.0055,0.000130036,0.069844878,0.980072362,231.1164345
Node_09,rep_054,114105.5117,0.000134741,0.069533916,0.990909577,200.8959787
Node_09,rep_055,113523.9592,0.000121093,0.068905594,1.013615946,226.0787719
Node_09,rep_056,113111.2415,0.000138307,0.066990517,0.992205983,185.678811
Node_09,rep_057,114209.5185,0.000141138,0.068678013,0.996548091,204.0286815
Node_09,rep_058,113645.9515,0.000136903,0.070350843,1.005662913,198.379409
Node_09,rep_059,113700.2797,0.000117726,0.068832076,0.985446966,227.1535694
Node_09,rep_060,114243.2715,0.00015603,0.068243318,0.978507137,210.228107
Node_09,rep_061,114074.4854,0.000152623,0.066144426,0.980646248,201.3196059
Node_09,rep_062,113881.1554,0.000147997,0.07030472,0.988325365,208.9848234
Node_09,rep_063,113139.7209,0.000123323,0.070265344,0.995790683,225.8163614
Node_09,rep_064,113293.8199,0.000124964,0.071299546,0.99239078,208.9126727
Node_09,rep_065,113165.9048,0.000154214,0.068176674,0.975716649,209.7632928
Node_09,rep_066,114066.1944,0.000121679,0.069699978,0.999767453,230.1363805
Node_09,rep_067,114515.1119,0.00010887,0.069706596,1.014697351,203.3051419
Node_09,rep_068,113914.0715,0.00014697,0.070338264,0.973875022,214.7496311
Node_09,rep_069,113469.6477,0.000146754,0.069840002,0.988084278,217.7881031
Node_09,rep_070,113828.9395,0.000129936,0.06983173,1.00652433,200.0686259
Node_09,rep_071,113134.4679,0.00012057,0.068946051,0.991421741,208.7887044
Node_09,rep_072,112593.9096,0.000126586,0.069626964,0.97452002,216.1101924
Node_09,rep_073,112654.4612,0.000130105,0.069757316,0.978304379,222.8270091
Node_09,rep_074,113245.1745,0.000139117,0.06864075,0.993739639,196.8817344
Node_09,rep_075,114298.0705,0.000150995,0.068907607,0.992674155,203.7300675
Node_09,rep_076,112838.7813,0.000118299,0.070545475,1.007896872,195.9943987
Node_09,rep_077,114283.8211,0.000137279,0.068768875,0.990632057,200.0625922
Node_09,rep_078,113460.8738,0.000146117,0.069524763,0.992641859,204.0497635
Node_09,rep_079,113109.7348,0.000132984,0.069053072,1.008983054,195.9336383
Node_09,rep_080,113692.7089,0.000158493,0.06769814,0.99115993,204.7572171
Node_09,rep_081,113640.8548,0.000168614,0.06673812,0.975011951,216.2721226
Node_09,rep_082,113584.9848,0.000120965,0.070762699,0.995191014,215.4224785
Node_09,rep_083,113477.1699,0.000136519,0.067582383,0.997014273,203.306872
Node_09,rep_084,115274.5897,0.000142535,0.06689533,0.994061285,198.2190055
Node_09,rep_085,113541.3853,0.000144922,0.067639943,0.969668461,213.2535224
Node_09,rep_086,114093.5701,0.000141522,0.069876738,0.985412527,193.8855246
Node_09,rep_087,113239.7944,0.000156076,0.066049282,0.995142175,199.6792816
Node_09,rep_088,114615.7097,0.000148892,0.068212754,1.000432223,215.2726368
Node_09,rep_089,113813.5859,0.000141975,0.070895442,0.985470684,208.8793725
Node_09,rep_090,113935.3176,0.000130428,0.070594509,0.997997785,218.0747188
Node_09,rep_091,113540.3783,0.000144091,0.069746649,1.009117975,192.2807181
Node_09,rep_092,113885.0875,0.000142611,0.068209943,0.980693231,216.7480857
Node_09,rep_093,115004.3778,0.000143549,0.0689041,0.972980628,221.545887
Node_09,rep_094,113123.1276,0.000132767,0.070843465,0.976362572,229.2756887
Node_09,rep_095,113802.2407,0.000129733,0.070326116,0.995629131,222.8709104
Node_09,rep_096,112911.7889,0.000139388,0.069896393,0.990261741,205.0719936
Node_09,rep_097,112998.3917,0.000141597,0.070103268,0.976113973,225.6449073
Node_09,rep_098,114155.5003,0.00013985,0.068278984,0.978819985,212.7566296
Node_09,rep_099,113402.3283,0.000136542,0.069757068,0.970760789,215.7989442
Node_09,rep_100,114544.0083,0.000140446,0.06951272,0.993372811,210.0613641
Node_10,rep_001,115067.6923,0.000146165,0.064876651,0.898968185,232.591079
Node_10,rep_002,114765.571,0.000132359,0.062933466,0.895053462,225.0611697
Node_10,rep_003,113549.4156,0.000134943,0.063717693,0.895401875,229.8953075
Node_10,rep_004,114157.7875,0.000140393,0.063773292,0.899477279,224.0824431
Node_10,rep_005,114471.2674,0.000154223,0.063005269,0.888629625,205.0487455
Node_10,rep_006,113499.7642,0.000153621,0.061758218,0.891422185,199.1492308
Node_10,rep_007,116294.3474,0.00015778,0.061825164,0.903451126,190.7449638
Node_10,rep_008,113898.1499,0.000143862,0.062972298,0.898697634,227.4716589
Node_10,rep_009,115220.0631,0.000143157,0.065857216,0.900666747,208.0499628
Node_10,rep_010,114401.1826,0.000148961,0.063397412,0.892991634,224.4364195
Node_10,rep_011,114015.8646,0.000156686,0.063742938,0.890710167,217.6925652
Node_10,rep_012,116261.5153,0.000134728,0.064377958,0.911838724,221.9319259
Node_10,rep_013,114183.0921,0.00013358,0.062513931,0.911257863,215.7069123
Node_10,rep_014,115000.9649,0.000169813,0.062619864,0.902113205,194.4450397
Node_10,rep_015,114385.2146,0.000161863,0.062887438,0.905308752,193.4908199
Node_10,rep_016,115371.4416,0.000152398,0.06374276,0.899839785,191.9713397
Node_10,rep_017,114786.7486,0.000138462,0.064029227,0.895436455,222.5774777
Node_10,rep_018,115290.7696,0.000141788,0.064138226,0.896345514,221.6556298
Node_10,rep_019,115696.5055,0.000141267,0.066466972,0.90387776,222.5926303
Node_10,rep_020,113870.357,0.000138716,0.064391714,0.904374269,206.1888993
Node_10,rep_021,115363.371,0.000148168,0.062322049,0.892480261,201.2545296
Node_10,rep_022,113710.1415,0.000142637,0.063695392,0.904167159,207.2457826
Node_10,rep_023,115089.7015,0.000140541,0.064426503,0.910877776,229.6757303
Node_10,rep_024,114052.5379,0.000154319,0.064480236,0.905745095,212.8354931
Node_10,rep_025,113927.8957,0.000140705,0.064729895,0.905549001,219.8567017
Node_10,rep_026,114555.3729,0.000136283,0.064924123,0.907227808,214.0613852
Node_10,rep_027,115539.9322,0.000149027,0.063264088,0.911922361,212.8557782
Node_10,rep_028,114142.315,0.000142308,0.063922287,0.906901785,203.2126652
Node_10,rep_029,113701.9115,0.000168483,0.061376613,0.907753161,194.206234
Node_10,rep_030,114228.891,0.000150447,0.064314135,0.887279205,216.8306428
Node_10,rep_031,113804.8727,0.000139647,0.066228319,0.89401824,217.9483346
Node_10,rep_032,115282.9991,0.000124961,0.064967319,0.913653475,225.3488068
Node_10,rep_033,116029.2543,0.000155311,0.061222736,0.895375212,208.1663867
Node_10,rep_034,113699.2553,0.000154777,0.064464241,0.90325314,202.5294342
Node_10,rep_035,114593.1889,0.000150072,0.064172367,0.914364892,191.2948906
Node_10,rep_036,114894.4683,0.000140386,0.06493627,0.908453805,214.1848087
Node_10,rep_037,113609.4811,0.000158968,0.063261408,0.898532992,209.4177962
Node_10,rep_038,113529.6562,0.000140484,0.064555166,0.917953333,193.1125018
Node_10,rep_039,116170.7937,0.000126956,0.06747652,0.907367206,218.241193
Node_10,rep_040,114848.5231,0.000157421,0.062914821,0.891879049,207.6652069
Node_10,rep_041,113777.377,0.000170014,0.063183455,0.912298529,190.4920046
Node_10,rep_042,115313.0918,0.000124321,0.064994744,0.906412411,225.559191
Node_10,rep_043,114474.5131,0.000157058,0.061891558,0.903606277,194.4220941
Node_10,rep_044,115007.2076,0.00013457,0.064404178,0.914552483,231.7383194
Node_10,rep_045,114500.6575,0.000146128,0.06432497,0.892581594,211.0988286
Node_10,rep_046,114635.7209,0.000140099,0.065114069,0.895099011,223.9810534
Node_10,rep_047,115306.5327,0.000137502,0.063855564,0.902008325,229.1101532
Node_10,rep_048,113705.9144,0.000157932,0.061937906,0.911021539,187.1903293
Node_10,rep_049,114497.0193,0.000142065,0.063199173,0.896487231,217.8785407
