Taxa(Species/Node),Isolate(SpecimenID/repeat),Centroid_size,Tube_curvature,Lobe_area_ratio,Tube_dilation,Lobe_recurvation
Node_03,rep_053,113735.2406,0.000628025,0.073994247,1.502489014,331.421441
Node_03,rep_054,114743.261,0.00052248,0.073080332,1.50248577,276.5075244
Node_03,rep_055,113573.0649,0.000547103,0.074685575,1.486232198,305.9980162
Node_03,rep_056,113229.2824,0.000568702,0.073469935,1.523145682,310.0219992
Node_03,rep_057,113934.067,0.000537123,0.07447345,1.499989324,330.5149629
Node_03,rep_058,114273.5907,0.000541784,0.071599786,1.519598772,290.6460254
Node_03,rep_059,113134.7764,0.000526745,0.072428574,1.493648225,294.8806225
Node_03,rep_060,113758.4406,0.000541003,0.071406679,1.502289764,293.1992179
Node_03,rep_061,113094.1211,0.000560644,0.070505376,1.516390787,290.5908486
Node_03,rep_062,114235.9344,0.000566369,0.075951255,1.50756301,324.1519694
Node_03,rep_063,113893.2741,0.000570465,0.074907404,1.493635441,315.8383913
Node_03,rep_064,114805.9401,0.000523788,0.071422926,1.504215193,287.418293
Node_03,rep_065,113368.7622,0.00052802,0.073764916,1.507496984,300.1925312
Node_03,rep_066,113107.6397,0.000519001,0.072297135,1.498650445,306.718145
Node_03,rep_067,113214.2149,0.000575172,0.072967052,1.513692171,315.3733438
Node_03,rep_068,114606.7801,0.000582371,0.075800702,1.512781904,301.1246987
Node_03,rep_069,114617.9653,0.000592113,0.07260649,1.517991487,317.2460878
Node_03,rep_070,113464.4351,0.000553171,0.076579764,1.493117202,324.917708
Node_03,rep_071,113467.3147,0.000619768,0.072200521,1.513721932,303.5711657
Node_03,rep_072,113948.6194,0.000561824,0.072943254,1.505516671,293.6029113
Node_03,rep_073,113858.24,0.000575458,0.073451424,1.492888005,322.6598629
Node_03,rep_074,113291.8923,0.000581672,0.07289588,1.52491,312.4238601
Node_03,rep_075,114249.3108,0.00051169,0.073505528,1.502646667,308.1878246
Node_03,rep_076,113959.381,0.000544061,0.073675027,1.508219394,286.794722
Node_03,rep_077,113483.5855,0.000629218,0.074072674,1.520666295,317.7384913
Node_03,rep_078,114819.5829,0.000582161,0.073076071,1.516259059,284.4441282
Node_03,rep_079,113376.3361,0.000580323,0.072834244,1.509230968,301.5030988
Node_03,rep_080,113425.5389,0.000619242,0.073468149,1.503816297,321.6865443
Node_03,rep_081,114106.3469,0.000521873,0.071957168,1.512597635,308.3419087
Node_03,rep_082,113427.3827,0.00057427,0.074953766,1.493757459,304.9290848
Node_03,rep_083,113531.3627,0.000588266,0.076325059,1.507485726,331.5789981
Node_03,rep_084,113311.7428,0.000580821,0.072758748,1.508338255,315.7367817
Node_03,rep_085,113862.7773,0.000579069,0.073647232,1.512131648,284.0315066
Node_03,rep_086,114388.0377,0.000545227,0.073408978,1.494892762,316.7553374
Node_03,rep_087,112891.1421,0.000594035,0.074385231,1.503429368,339.6336501
Node_03,rep_088,113711.3668,0.000568109,0.075205964,1.499781441,333.1445066
Node_03,rep_089,114189.5318,0.000627724,0.074066199,1.503607339,317.3245724
Node_03,rep_090,113212.5413,0.00051434,0.074063886,1.484842619,312.7163648
Node_03,rep_091,113788.96,0.000583574,0.075220524,1.497453749,306.7519132
Node_03,rep_092,113914.655,0.000556656,0.071617008,1.500740901,299.2913653
Node_03,rep_093,114092.2688,0.000521831,0.074182366,1.476333462,305.6873501
Node_03,rep_094,114621.6177,0.00056638,0.076042117,1.506410359,312.9911029
Node_03,rep_095,114175.0843,0.000525634,0.072646845,1.514236219,306.6618587
Node_03,rep_096,114061.3953,0.00054155,0.074317823,1.504250869,277.3314843
Node_03,rep_097,114454.0074,0.000571692,0.073405882,1.510785159,292.3108314
Node_03,rep_098,113543.2451,0.000561669,0.070867836,1.51055435,294.3549356
Node_03,rep_099,114665.5885,0.000524459,0.073605957,1.489774321,318.7848896
Node_03,rep_100,114013.4702,0.000530673,0.074150877,1.47906558,304.9955331
Node_04,rep_001,107879.9303,0.000492061,0.073592062,1.424665276,259.6135034
Node_04,rep_002,107670.3612,0.000507572,0.075730504,1.409880011,271.4420098
Node_04,rep_003,107446.574,0.000497112,0.075280197,1.409377118,284.790819
Node_04,rep_004,107748.3211,0.000509456,0.074108933,1.431380308,251.8335143
Node_04,rep_005,108034.7155,0.000521978,0.076104998,1.423382449,295.4361169
Node_04,rep_006,107456.7088,0.000477942,0.075753452,1.422050997,253.3060551
Node_04,rep_007,107939.4156,0.000501853,0.07547259,1.422281629,289.1390807
Node_04,rep_008,107526.1812,0.000511615,0.074554998,1.438733516,266.5954086
Node_04,rep_009,108216.5144,0.000471818,0.076394544,1.424892748,270.808601
Node_04,rep_010,107771.6696,0.000531888,0.074052338,1.431292992,279.6082923
Node_04,rep_011,108312.9578,0.000519505,0.074723723,1.434464341,281.6656897
Node_04,rep_012,107743.8698,0.00050902,0.075000514,1.429460328,298.8871362
Node_04,rep_013,107422.6207,0.000497545,0.07629584,1.424814071,264.4003606
Node_04,rep_014,107818.8903,0.000498221,0.074013875,1.424298787,259.0482075
Node_04,rep_015,108126.015,0.000520175,0.075432553,1.429647893,299.8527119
Node_04,rep_016,108285.063,0.000517338,0.073826565,1.413212316,285.5167744
Node_04,rep_017,108214.8924,0.000484813,0.07427954,1.426389261,259.450411
Node_04,rep_018,107900.479,0.000535053,0.074548361,1.431979636,275.8156915
Node_04,rep_019,108670.7645,0.000508726,0.07368444,1.425552206,252.0957241
Node_04,rep_020,107806.0884,0.000521574,0.074555089,1.438422316,257.7766298
Node_04,rep_021,107641.6594,0.000457667,0.075215628,1.407374482,253.5798768
Node_04,rep_022,107987.2957,0.000498442,0.076118955,1.427699944,276.4679712
Node_04,rep_023,108164.0027,0.00047997,0.073838608,1.426650242,271.7318984
Node_04,rep_024,108221.1842,0.000504065,0.07549955,1.44234808,266.7506629
Node_04,rep_025,108340.2737,0.000500146,0.075834137,1.416700047,271.2893939
Node_04,rep_026,108281.3721,0.000528007,0.075499966,1.426846078,300.598244
Node_04,rep_027,107825.753,0.000492844,0.073684533,1.410849514,287.2543029
Node_04,rep_028,108172.3043,0.000525201,0.075765023,1.429341801,270.511912
Node_04,rep_029,107806.1838,0.000511805,0.075224024,1.438163338,266.1403115
Node_04,rep_030,108220.737,0.00052176,0.073988522,1.4277831,284.507038
Node_04,rep_031,108154.7387,0.000512694,0.074256073,1.428404094,286.0895823
Node_04,rep_032,107848.2083,0.000503191,0.073991669,1.426193951,262.7165537
Node_04,rep_033,107450.7053,0.00047844,0.075785758,1.42633045,263.7915352
Node_04,rep_034,108181.6751,0.000477436,0.075545249,1.425715959,240.3680284
Node_04,rep_035,108525.8401,0.000516753,0.076042181,1.432766245,275.7835226
Node_04,rep_036,107807.5714,0.000544661,0.074712427,1.446654521,277.5526523
Node_04,rep_037,108673.4188,0.000466156,0.075382196,1.421647022,269.5638399
Node_04,rep_038,108267.1215,0.000497414,0.07535307,1.431857293,280.0606163
Node_04,rep_039,108637.4528,0.000480135,0.076627885,1.424219248,286.5507256
Node_04,rep_040,108088.8815,0.000459914,0.073706157,1.412653249,248.2491025
Node_04,rep_041,108025.5943,0.000521632,0.074459352,1.413407158,289.434025
Node_04,rep_042,107532.4375,0.000494984,0.074546087,1.428785335,277.3032433
Node_04,rep_043,107956.4246,0.000483059,0.075930156,1.40158468,268.348393
Node_04,rep_044,108068.5108,0.000517311,0.076421963,1.42006654,296.3759639
Node_04,rep_045,108032.2962,0.000520177,0.075237537,1.43564242,268.8765911
Node_04,rep_046,107726.8686,0.000477292,0.074420266,1.432596454,256.733896
Node_04,rep_047,107789.0895,0.000476792,0.075130797,1.420890604,269.5228887
Node_04,rep_048,108017.9163,0.000528422,0.07531883,1.423382503,290.9742052
Node_04,rep_049,108032.6785,0.000469587,0.074254631,1.402045864,284.0623622
Node_04,rep_050,107818.4988,0.00050029,0.074701523,1.433157452,277.9554369
Node_04,rep_051,107757.858,0.00050113,0.076816377,1.422662718,287.8460699
Node_04,rep_052,108295.069,0.000520146,0.075868606,1.419551402,294.7840937
Node_04,rep_053,107722.5673,0.000554433,0.075157611,1.425116652,293.3407675
Node_04,rep_054,108574.9458,0.000469384,0.075206488,1.422609638,241.5849926
Node_04,rep_055,108182.1938,0.00048478,0.076303876,1.410389545,270.0286109
Node_04,rep_056,107542.6362,0.000496584,0.074876212,1.438473158,267.8402283
Node_04,rep_057,108235.9952,0.000485547,0.07533345,1.423156597,292.0168417
Node_04,rep_058,108579.903,0.000485102,0.073898794,1.439008,252.3426433
Node_04,rep_059,107477.6105,0.000469848,0.07432777,1.413844841,259.3660024
Node_04,rep_060,108089.6682,0.000481162,0.073498775,1.41966118,255.0579986
Node_04,rep_061,107560.1488,0.00050005,0.072705874,1.434683641,250.7326835
Node_04,rep_062,108304.0394,0.000504612,0.076580878,1.429623335,288.0305467
Node_04,rep_063,108055.6005,0.000503165,0.076151119,1.416941965,278.3355609
Node_04,rep_064,108388.4623,0.000464284,0.073777803,1.421854022,247.8759978
Node_04,rep_065,107573.5564,0.000465936,0.075062353,1.422478279,261.143192
Node_04,rep_066,107622.2562,0.000464716,0.074015479,1.418189514,269.1461786
Node_04,rep_067,107947.5409,0.000511137,0.074663117,1.435608899,274.2226602
Node_04,rep_068,108262.384,0.00051767,0.077147019,1.432481591,265.6523285
Node_04,rep_069,108527.0696,0.000523564,0.073896234,1.434017661,273.2161733
Node_04,rep_070,108156.8883,0.000490748,0.077064761,1.415006249,287.6758903
Node_04,rep_071,107656.7889,0.000544991,0.074005014,1.434614754,263.4736812
Node_04,rep_072,107970.1881,0.000490075,0.074946396,1.421871632,255.8573398
Node_04,rep_073,107788.632,0.000508238,0.074784296,1.413723947,283.7575189
Node_04,rep_074,107789.5348,0.000512897,0.074432898,1.441919115,269.5139865
Node_04,rep_075,108371.9221,0.00046169,0.0750031,1.422208579,271.8474706
Node_04,rep_076,108325.7995,0.000473533,0.075596494,1.423888182,250.3688591
Node_04,rep_077,108000.4077,0.000555845,0.075199211,1.441039035,276.7414572
Node_04,rep_078,108720.8171,0.000516911,0.07526022,1.436207054,247.7460795
Node_04,rep_079,107989.9126,0.000507346,0.07479536,1.429574176,263.2253757
Node_04,rep_080,107952.8627,0.000542579,0.074999374,1.427193444,282.0757217
Node_04,rep_081,108202.1248,0.000467166,0.073441889,1.429263467,268.0641674
Node_04,rep_082,107924.1887,0.000508539,0.076434831,1.417156541,269.2528622
Node_04,rep_083,107945.4061,0.000523254,0.077075136,1.427606892,293.7014346
Node_04,rep_084,107944.8174,0.000520411,0.074213225,1.428924066,275.2002577
Node_04,rep_085,107872.2382,0.000509305,0.075457322,1.428850909,248.8662067
Node_04,rep_086,108352.4746,0.000484203,0.074821114,1.414614232,278.3245571
Node_04,rep_087,107257.6458,0.00052598,0.074967459,1.426453377,298.9426542
Node_04,rep_088,108188.0574,0.00051016,0.075875716,1.420310693,295.4408666
Node_04,rep_089,108209.9872,0.000552164,0.075470677,1.426690356,278.0838105
Node_04,rep_090,107826.0581,0.000462604,0.075524659,1.408260296,277.8089193
Node_04,rep_091,108216.5546,0.000515792,0.076556391,1.421071844,270.6025207
Node_04,rep_092,107880.9398,0.000498597,0.073490795,1.421281246,262.2706054
Node_04,rep_093,108189.3084,0.000464384,0.075538496,1.397054583,270.7166123
Node_04,rep_094,108181.9067,0.000497807,0.077151568,1.4229071,276.8383248
Node_04,rep_095,108348.2965,0.000470747,0.074143515,1.432571839,266.9755113
Node_04,rep_096,108045.8191,0.000476872,0.076315621,1.421916441,242.8695635
Node_04,rep_097,108135.362,0.000505172,0.075445731,1.42881114,255.8453438
Node_04,rep_098,107778.0605,0.00049703,0.072959845,1.428618758,254.4089994
Node_04,rep_099,108299.1228,0.000469612,0.075235489,1.412420752,281.779822
Node_04,rep_100,108280.8513,0.000475928,0.07538678,1.40220692,270.6342549
Node_05,rep_001,121420.9506,0.000291161,0.076189484,1.32960212,220.5328755
Node_05,rep_002,120946.5331,0.000300428,0.077555009,1.318702367,233.3035373
Node_05,rep_003,120958.9834,0.000290177,0.077177936,1.316288403,243.3701756
Node_05,rep_004,121134.4737,0.000303013,0.076964818,1.337428543,215.8711994
Node_05,rep_005,120718.5709,0.000315126,0.077167388,1.330875983,253.5128216
Node_05,rep_006,121090.1969,0.000271783,0.077697447,1.324914704,217.3996687
Node_05,rep_007,121872.8797,0.000301091,0.076845873,1.328792866,246.6848002
Node_05,rep_008,121203.3384,0.000307405,0.076865482,1.341743495,225.9669842
Node_05,rep_009,121169.5759,0.00028132,0.078608642,1.333929343,233.1029664
Node_05,rep_010,121001.8977,0.000317322,0.075962091,1.335063587,240.0596952
Node_05,rep_011,120868.381,0.000313813,0.076790108,1.341613781,240.2998945
Node_05,rep_012,121408.3961,0.000304038,0.076517451,1.339207456,256.4134001
Node_05,rep_013,120884.0611,0.000289521,0.078009629,1.332069718,226.4817463
Node_05,rep_014,121108.3152,0.000300914,0.076711663,1.333958987,220.245971
Node_05,rep_015,120447.4594,0.000310357,0.076872366,1.338228175,257.5861379
Node_05,rep_016,121660.8833,0.000317468,0.075954849,1.325186521,242.2066656
Node_05,rep_017,121563.0893,0.00028328,0.076637541,1.330260708,222.4149715
Node_05,rep_018,121569.038,0.000318042,0.076543941,1.334285883,234.516598
Node_05,rep_019,122015.6133,0.000305117,0.076376904,1.330325816,214.1209711
Node_05,rep_020,120816.7422,0.000305849,0.077242698,1.340066436,217.7375592
Node_05,rep_021,121273.2503,0.000265215,0.077694927,1.317098885,218.3260101
Node_05,rep_022,120434.4871,0.000289146,0.078033872,1.332556455,234.0856304
Node_05,rep_023,120723.6311,0.000285082,0.076046842,1.336150508,232.568203
Node_05,rep_024,120989.6843,0.00030182,0.077504387,1.346186508,228.2534241
Node_05,rep_025,121437.6182,0.000289369,0.077670531,1.320806505,232.1839586
Node_05,rep_026,120804.1929,0.000316986,0.07655033,1.337394918,257.4669595
Node_05,rep_027,121623.4057,0.000290797,0.075510164,1.319499864,244.227273
Node_05,rep_028,120607.295,0.000319435,0.07797126,1.340192339,232.1069794
Node_05,rep_029,120463.6853,0.000305105,0.077077402,1.340805288,225.1749062
Node_05,rep_030,121338.3335,0.000313901,0.075870073,1.33463724,240.9581105
Node_05,rep_031,120393.8752,0.000304273,0.07622592,1.336590615,244.7469171
Node_05,rep_032,120854.7334,0.000301413,0.076754685,1.335739154,224.4704105
Node_05,rep_033,121093.3655,0.000287185,0.077786484,1.335044713,227.5197922
Node_05,rep_034,120759.7718,0.000281997,0.078259938,1.332641654,207.2140973
Node_05,rep_035,121653.818,0.000311625,0.078021915,1.340371974,234.503729
Node_05,rep_036,120757.8046,0.000329293,0.076967389,1.353305312,237.2863658
Node_05,rep_037,121243.9895,0.000270632,0.077350914,1.328377287,231.8682741
Node_05,rep_038,120511.2079,0.000287959,0.077170707,1.336766804,236.8120623
Node_05,rep_039,121619.2582,0.000288296,0.07788959,1.336725592,247.5731039
Node_05,rep_040,121664.583,0.000264487,0.076524122,1.315516197,213.0933188
Node_05,rep_041,120218.1544,0.000308382,0.076100578,1.323146778,244.7472484
Node_05,rep_042,121200.1954,0.000295824,0.076326561,1.33471481,235.2412974
Node_05,rep_043,121336.0443,0.000281927,0.077747582,1.311951024,230.1868831
Node_05,rep_044,121474.2238,0.000305468,0.077394665,1.328579301,255.0967144
Node_05,rep_045,121213.8224,0.000314673,0.077229752,1.340909543,230.2783257
Node_05,rep_046,120879.4701,0.000278481,0.077164391,1.337445861,220.242076
Node_05,rep_047,121001.3704,0.000277431,0.077355647,1.325511853,230.9370977
Node_05,rep_048,120460.6941,0.000316067,0.077240726,1.336202807,247.546047
Node_05,rep_049,121115.3778,0.000272645,0.076080304,1.309823242,242.2989939
Node_05,rep_050,120968.3442,0.000304287,0.076709556,1.340403101,238.375095
Node_05,rep_051,121006.4766,0.00029334,0.077783355,1.328001874,247.775155
Node_05,rep_052,121695.59,0.000312773,0.076880048,1.33050146,252.6496078
Node_05,rep_053,120470.0923,0.000338827,0.076959053,1.334999751,251.2017411
Node_05,rep_054,121040.442,0.000277235,0.077877486,1.332591749,209.1678646
Node_05,rep_055,121545.6915,0.000284817,0.078205623,1.32367865,232.8350495
Node_05,rep_056,120753.2077,0.000284449,0.076895331,1.340412444,227.0192456
Node_05,rep_057,120943.9318,0.00029239,0.076676587,1.335297381,250.6282155
Node_05,rep_058,121525.9636,0.000291005,0.076715442,1.346577474,214.8584255
Node_05,rep_059,121291.1146,0.000274637,0.076835477,1.323520521,223.8832566
Node_05,rep_060,121898.4873,0.00028387,0.076156855,1.324793679,217.6311875
Node_05,rep_061,120850.9827,0.000298998,0.075413884,1.339162819,213.725281
Node_05,rep_062,121131.8286,0.000301617,0.077711216,1.339536557,248.2662467
Node_05,rep_063,120751.6134,0.000297096,0.077918958,1.327651681,237.9305223
Node_05,rep_064,120513.8999,0.000265889,0.076549981,1.32640874,211.164595
Node_05,rep_065,121127.1641,0.000268606,0.076921434,1.325733504,223.7185035
Node_05,rep_066,121786.4686,0.000271479,0.076244247,1.325769931,230.1562653
Node_05,rep_067,121242.2962,0.000304099,0.076863358,1.344032887,233.4005764
Node_05,rep_068,121028.4315,0.00031241,0.079106508,1.340175399,230.1919619
Node_05,rep_069,121526.2001,0.000314849,0.075717679,1.337704995,230.0485185
Node_05,rep_070,121717.4745,0.00028857,0.078187191,1.325398483,246.2055452
Node_05,rep_071,120599.3379,0.000329644,0.07658291,1.342413454,222.8169838
Node_05,rep_072,120364.5531,0.000281217,0.077498492,1.325728475,218.6416978
Node_05,rep_073,120668.2324,0.000301773,0.076898023,1.323221376,241.4794738
Node_05,rep_074,121227.1049,0.000304025,0.076626695,1.345418527,229.1324801
Node_05,rep_075,121847.4752,0.000273891,0.076953177,1.330208584,233.7430714
Node_05,rep_076,120979.4053,0.000265791,0.078030223,1.327554879,213.4125734
Node_05,rep_077,121660.9614,0.00033961,0.076888555,1.348734052,235.3819084
Node_05,rep_078,120871.7013,0.000312641,0.077901503,1.343533156,212.853406
Node_05,rep_079,120941.8225,0.000295333,0.077177419,1.336389606,223.858318
Node_05,rep_080,120983.1579,0.000323882,0.07709506,1.337093138,241.0945244
Node_05,rep_081,121388.966,0.000274212,0.075501189,1.333544975,230.8391306
Node_05,rep_082,120964.1569,0.000301914,0.07842346,1.329593062,231.7426721
Node_05,rep_083,120707.7122,0.000316678,0.078229593,1.33514796,251.5646274
Node_05,rep_084,122160.4536,0.000317482,0.076190903,1.33648477,233.4338004
Node_05,rep_085,121216.0586,0.000299719,0.077812698,1.333680604,215.5799433
Node_05,rep_086,121812.8799,0.000283527,0.076746234,1.320391241,236.1124504
Node_05,rep_087,120167.253,0.000315468,0.076136012,1.335173754,254.9699304
Node_05,rep_088,121478.8866,0.000310479,0.077077839,1.328981364,253.5851396
Node_05,rep_089,121620.4976,0.000334594,0.077681392,1.336081054,238.0624871
Node_05,rep_090,120913.49,0.00027101,0.077390953,1.320251348,238.6409972
Node_05,rep_091,120913.5168,0.000306359,0.078446867,1.332390018,231.1880409
Node_05,rep_092,120846.6484,0.000300976,0.075989687,1.330495721,223.7538323
Node_05,rep_093,122267.4838,0.000267884,0.077245051,1.306504217,233.2002099
Node_05,rep_094,120454.0256,0.000289754,0.078603852,1.326935549,237.2999623
Node_05,rep_095,121037.9015,0.000276593,0.076191102,1.339280535,229.1121924
Node_05,rep_096,120384.8746,0.000274213,0.078450218,1.328776614,209.6951584
Node_05,rep_097,120557.658,0.000301015,0.077927092,1.336617674,219.7765449
Node_05,rep_098,121549.438,0.000291936,0.075614153,1.333230943,218.2834063
Node_05,rep_099,120826.4604,0.000276443,0.077296977,1.323815488,242.4089601
Node_05,rep_100,121588.6221,0.000280299,0.07697995,1.313544423,233.6067596
Node_06,rep_001,132855.3915,0.000117096,0.072235355,1.188368204,205.5813285
Node_06,rep_002,132023.4121,0.000122664,0.072983706,1.186171981,216.9359037
Node_06,rep_003,132931.5111,0.000114091,0.072568485,1.181083101,224.5176588
Node_06,rep_004,132625.9238,0.000126372,0.073114767,1.198873702,204.7707313
Node_06,rep_005,131683.9552,0.000138924,0.072525908,1.196021125,229.582552
Node_06,rep_006,133189.3968,0.00010024,0.072850523,1.183148019,203.2090834
Node_06,rep_007,133110.328,0.000125999,0.072257877,1.192780111,223.2231168
Node_06,rep_008,133161.7255,0.000134101,0.072955667,1.203746161,210.5079202
Node_06,rep_009,131976.2465,0.000119612,0.074613644,1.204320126,216.7740043
Node_06,rep_010,132334.3285,0.000134321,0.071760595,1.195637855,223.1879797
Node_06,rep_011,131822.3601,0.000136656,0.072518945,1.204292728,221.5764974
Node_06,rep_012,132198.4157,0.000119788,0.071992713,1.202242872,232.7507071
Node_06,rep_013,132305.1525,0.000113446,0.07353843,1.198438218,211.2864785
Node_06,rep_014,132132.5611,0.000133772,0.072998727,1.203637578,204.3668269
Node_06,rep_015,131226.4772,0.000125716,0.072296342,1.200142788,233.21963
Node_06,rep_016,133239.3507,0.000141559,0.071845309,1.192136579,218.9261301
Node_06,rep_017,133100.5428,0.000114349,0.072530139,1.193206283,209.6525947
Node_06,rep_018,132900.9887,0.000127866,0.071959903,1.191989846,216.5385951
Node_06,rep_019,133624.6591,0.00013,0.072662158,1.193633871,200.4516653
Node_06,rep_020,132178.6172,0.000122073,0.073116915,1.199267303,201.503733
Node_06,rep_021,132184.4133,0.00010342,0.073882949,1.18727187,208.1525529
Node_06,rep_022,131384.366,0.000109423,0.073720554,1.195628919,214.5232806
Node_06,rep_023,131173.8403,0.000114904,0.071923733,1.201509107,216.7082615
Node_06,rep_024,132463.7383,0.000130084,0.073048853,1.20544731,210.6118941
Node_06,rep_025,133427.9281,0.000110164,0.073161565,1.182676246,215.8430373
Node_06,rep_026,131709.2426,0.000132827,0.071908916,1.202476815,232.8149861
Node_06,rep_027,132868.9146,0.000116083,0.071169531,1.18633934,222.6612079
Node_06,rep_028,131440.6884,0.00014124,0.073959587,1.208135895,215.5473076
Node_06,rep_029,131577.5259,0.000131095,0.07264479,1.202736443,205.9928148
Node_06,rep_030,132809.5529,0.00013422,0.071676383,1.195397559,219.8732056
Node_06,rep_031,131151.8007,0.00012522,0.07237549,1.200428182,226.2078946
Node_06,rep_032,131521.0218,0.000124095,0.072776582,1.20122399,209.3693429
Node_06,rep_033,131537.0473,0.000120987,0.073385208,1.199519684,212.858935
Node_06,rep_034,131872.0118,0.000119447,0.074212014,1.201150778,201.0691353
Node_06,rep_035,133331.4235,0.00013702,0.073694666,1.20785296,213.4224459
Node_06,rep_036,131586.2038,0.000139833,0.072905098,1.213827175,218.6968733
Node_06,rep_037,132877.8883,0.000105818,0.072511156,1.191973972,216.9882241
Node_06,rep_038,131700.181,0.000110053,0.07268254,1.199382149,214.6243774
Node_06,rep_039,132112.8017,0.000122291,0.073319322,1.206513793,226.9483042
Node_06,rep_040,133514.2909,9.80162E-05,0.072330223,1.176360954,202.454836
Node_06,rep_041,130976.9657,0.000124325,0.071646668,1.191120381,221.7666054
Node_06,rep_042,132549.1805,0.000126023,0.072255087,1.199084347,214.7898915
Node_06,rep_043,132914.8938,0.000111139,0.073089764,1.18026187,213.4607974
Node_06,rep_044,133266.0792,0.000119839,0.072377803,1.190242765,231.0111175
Node_06,rep_045,132863.9456,0.00013759,0.073061679,1.200268214,214.5702628
Node_06,rep_046,131642.7884,0.000112422,0.07368103,1.20283974,207.9857085
Node_06,rep_047,132064.9666,0.000102924,0.073165031,1.187217358,216.7773939
Node_06,rep_048,131472.1881,0.000131593,0.073022912,1.204440236,223.6845653
Node_06,rep_049,132521.5739,0.00010338,0.071513478,1.174343189,221.4500339
Node_06,rep_050,131580.3749,0.000139166,0.072819537,1.207605544,219.9668088
Node_06,rep_051,131798.1472,0.000114082,0.072554505,1.1909706,228.4609129
Node_06,rep_052,133115.4764,0.000132424,0.072143234,1.196117877,229.2315622
Node_06,rep_053,131583.5856,0.000151243,0.072542707,1.198224166,228.3723295
Node_06,rep_054,131310.8125,0.000113152,0.073750891,1.200345909,199.9854269
Node_06,rep_055,133212.3776,0.000114179,0.07352325,1.193856389,215.3089161
Node_06,rep_056,131967.209,0.000105987,0.072683549,1.200572767,210.7462511
Node_06,rep_057,131258.7453,0.000125031,0.072242731,1.204113014,228.7189324
Node_06,rep_058,132989.3725,0.00012695,0.073108093,1.211858489,201.9891894
Node_06,rep_059,132752.8798,0.000110123,0.072873742,1.190481467,211.9727328
Node_06,rep_060,133493.1838,0.000117626,0.072134258,1.189614395,204.8988608
Node_06,rep_061,131535.6131,0.000127216,0.071758649,1.202066807,204.4938533
Node_06,rep_062,131840.1624,0.000127228,0.07299673,1.205877655,226.1173679
Node_06,rep_063,131638.6595,0.000123469,0.073562836,1.199305673,219.253233
Node_06,rep_064,131104.66,9.62005E-05,0.07260937,1.18922397,200.3253058
Node_06,rep_065,132761.2294,0.000105912,0.07263955,1.188441251,211.0007277
Node_06,rep_066,133562.2425,0.000109292,0.072527895,1.193065654,215.7046729
Node_06,rep_067,132150.789,0.00011811,0.072888851,1.205960103,214.8197588
Node_06,rep_068,131606.6589,0.000134052,0.074569635,1.203801192,217.0808179
Node_06,rep_069,133335.5508,0.000137677,0.071627642,1.198691586,211.0914411
Node_06,rep_070,133522.6247,0.000114743,0.073361931,1.194129256,224.0453945
Node_06,rep_071,131641.5028,0.000147439,0.073154093,1.209276567,206.7601609
Node_06,rep_072,131450.1978,0.000104433,0.073446655,1.187147251,206.288721
Node_06,rep_073,132213.8169,0.00012658,0.072942462,1.190737865,221.0060596
Node_06,rep_074,133030.7074,0.000124087,0.072370386,1.203106522,211.7916118
Node_06,rep_075,133324.8652,0.00011847,0.072797715,1.199173206,216.2044008
Node_06,rep_076,132330.5733,9.1594E-05,0.073375856,1.19116632,200.7003123
Node_06,rep_077,133016.5575,0.000151235,0.072529108,1.210685879,215.0450734
Node_06,rep_078,131546.8663,0.0001403,0.074131204,1.210717877,203.9390763
Node_06,rep_079,132325.3441,0.000116731,0.073068507,1.202544955,206.9198054
Node_06,rep_080,131889.2417,0.000130698,0.072889623,1.200252011,221.1256296
Node_06,rep_081,132858.4491,0.000111686,0.071306801,1.193962735,218.3233055
Node_06,rep_082,132041.4644,0.000121511,0.074087093,1.197489164,216.3545309
Node_06,rep_083,131676.7476,0.000137525,0.073231826,1.200401371,227.421384
Node_06,rep_084,133435.0596,0.000140425,0.072140024,1.202397181,214.2248065
Node_06,rep_085,132677.7206,0.00012029,0.07357198,1.193636033,206.9164927
Node_06,rep_086,133556.7454,0.000109402,0.072205151,1.183083351,216.042713
Node_06,rep_087,130806.5701,0.000133897,0.071655137,1.201493855,230.0599765
Node_06,rep_088,132503.9464,0.000136364,0.072467753,1.19590337,230.0576604
Node_06,rep_089,133333.3104,0.000141865,0.073590646,1.199277971,220.2784933
Node_06,rep_090,131659.1159,0.000107295,0.07300861,1.191855625,221.1960549
Node_06,rep_091,131765.0684,0.000123724,0.073981967,1.198659636,211.3302128
Node_06,rep_092,131519.8408,0.000134081,0.072365659,1.199824976,209.4143539
Node_06,rep_093,133745.9966,9.87935E-05,0.072746201,1.173520433,218.7570676
Node_06,rep_094,131226.5213,0.000110292,0.073580744,1.188181583,219.8639444
Node_06,rep_095,131817.0267,0.000111479,0.072034885,1.20297117,214.3865728
Node_06,rep_096,131050.1379,0.000103161,0.073902339,1.192696413,199.2785292
Node_06,rep_097,131263.9498,0.000126696,0.073682046,1.201491833,208.3171636
Node_06,rep_098,132853.5509,0.000115305,0.071762038,1.192525543,207.9816922
Node_06,rep_099,131640.0545,0.000109519,0.073222325,1.191018445,226.3159443
Node_06,rep_100,132699.3028,0.000110265,0.072119094,1.179985759,215.3688126
Node_07,rep_001,118228.0028,0.000114386,0.070276286,1.162022058,196.7247359
