	x	y	z
0	-2.607051787429963	0.0017067730727389559	-3.8538858619696194e-10
1	-2.4799810703526286	-0.8040000976223937	3.7856512942706326e-10
2	-2.1101523265004904	-1.5310057837418622	-1.4917861027454826e-08
3	-1.5337673586254634	-2.108145988597588	-8.915906283245988e-09
4	-0.8072465390946965	-2.478926177014536	4.376997979560644e-09
5	-0.0017067730642879708	-2.6070517388657395	-2.000088982029816e-08
6	0.8040000869761732	-2.479981016261155	2.364872722051522e-08
7	1.5310057695151038	-2.11015242059822	-8.276638762363448e-09
8	2.1081459678736834	-1.5337673995877108	-1.0403479551424321e-08
9	2.478926071537229	-0.807246572824079	1.4380762001169825e-09
10	2.607051787429963	-0.0017067730727387917	3.8538865020825857e-10
11	2.4799810703526286	0.8040000976223941	-3.7856513653942914e-10
12	2.1101523265004904	1.5310057837418627	1.4917861020342463e-08
13	1.5337673586254634	2.108145988597589	8.915906276133621e-09
14	0.8072465390946965	2.4789261770145368	-4.376997986673009e-09
15	0.001706773064288015	2.6070517388657404	2.0000889813185798e-08
16	-0.8040000869761732	2.479981016261156	-2.3648727227627582e-08
17	-1.5310057695151038	2.110152420598221	8.276638755251082e-09
18	-2.1081459678736834	1.5337673995877112	1.0403479544311954e-08
19	-2.478926071537229	0.8072465728240794	-1.4380762072293485e-09
20	-2.5234394105795617	0.004901290217254338	0.6839375659964492
21	-2.401445311212231	-0.7751354833185822	0.6838052330365036
22	-2.0443807107061533	-1.4792966198218314	0.6823496572880756
23	-1.4871981440054718	-2.0386539962073633	0.6797133613178175
24	-0.784438197030487	-2.3984534437879956	0.6761543006535815
25	-0.004891980866151488	-2.5234758109743587	0.6720209697752606
26	0.7751331177137626	-2.401482608015138	0.6677178814088017
27	1.4792827705638891	-2.044415806741948	0.6636663476258914
28	2.0386300577490704	-1.487227071927459	0.6602628368798948
29	2.3984218987028543	-0.7844582940916769	0.6578405971189724
30	2.5234394970849423	-0.004901295891421207	0.6566367201818922
31	2.4014451594832757	0.7751354995837163	0.6567690159552291
32	2.044380797515962	1.4792965713531108	0.6582245778077287
33	1.4871982308202112	2.0386538283189495	0.660860886886613
34	0.7844382241152627	2.398453400457167	0.6644199558626912
35	0.004891981064253844	2.523475762450477	0.66855326485059
36	-0.7751330909928222	2.4014825802118653	0.6728564403391035
37	-1.4792828034417738	2.0444156594810208	0.676907986907231
38	-2.0386299714243745	1.4872270441621467	0.6803114851914194
39	-2.3984218120167884	0.7844583105086553	0.6827336531663963
40	-2.4323131826838598	0.011899047022342821	1.3798681319422728
41	-2.316275781439065	-0.7426021669414392	1.3800265755166978
42	-1.9727951377196458	-1.4243235202142859	1.3763059054777367
43	-1.4354936723891347	-1.9665333428237526	1.369070447620013
44	-0.7569661515005006	-2.3161565411887666	1.3590284193588247
45	-0.003631537300301496	-2.4389692686211366	1.3471627492754459
46	0.7507684839166999	-2.3229500696025873	1.3346350052362708
47	1.432387975539164	-1.9794553847564056	1.322671487986502
48	1.9745052869011948	-1.4421091848571448	1.3124432172842773
49	2.324054259085421	-0.7635104681815482	1.304951489555905
50	2.4468185155777484	-0.010085252964356127	1.3009294684799333
51	2.330780875252134	0.7444159594598447	1.3007711464803549
52	1.9873003507971667	1.4261373997854576	1.3044917964627256
53	1.449998885790065	1.968347208592652	1.311727196336776
54	0.7714713048983444	2.317970304752852	1.3217693098627732
55	0.018136688303550374	2.4407831343502964	1.3336348943427743
56	-0.7362633298720381	2.3247638055621285	1.3461626080179805
57	-1.4178827624616428	1.9812692643275773	1.3581262139539603
58	-1.9600001930311843	1.4439230643523946	1.3683544840093669
59	-2.309548926857331	0.765324260851798	1.3758462337347839
60	-2.3337401620567766	0.020195631293927298	2.0732889765504963
61	-2.223459890708958	-0.7087330340679461	2.0747428539701223
62	-1.8934082471105396	-1.3679319244700656	2.0698711419832403
63	-1.3758931523221851	-1.8928740220400344	2.0591506427634663
64	-0.7215726105592246	-2.2321741037746627	2.0436308800144776
65	0.005504005971223764	-2.3526195486063277	2.0248309221575758
66	0.734165325480923	-2.242419898310062	2.0045911823939377
67	1.3930849259283125	-1.9123626858613811	1.9848927061392938
68	1.9177631005675244	-1.3947558028976956	1.9676637181403744
69	2.2568407916253004	-0.7402664039458994	1.9545907810647571
70	2.3771266605722383	-0.012960508885988903	1.9469536400731906
71	2.2668463892528905	0.7159681999643065	1.9454997523018605
72	1.9367947456260008	1.375167046878004	1.9503714746404466
73	1.4192796521312825	1.9001090892388837	1.9610917419255276
74	0.7649591091506079	2.2394093421517267	1.9766117090046649
75	0.0378824885345122	2.359854643406756	1.995411578473498
76	-0.6907788268895395	2.2496551366871267	2.0156514066252047
77	-1.349698426766033	1.919597780664775	2.0353497945170465
78	-1.874376601405245	1.4019908977010895	2.052578782515966
79	-2.2134542930813685	0.7475015698422598	2.0656518252072256
80	-2.227873604619664	0.030649104790740782	2.7638705531271213
81	-2.123117366689364	-0.6726611312581707	2.7675081074228074
82	-1.8063055284142777	-1.309243814561086	2.7625056999604043
83	-1.3084496804711934	-1.8167858034905537	2.749352932623396
84	-0.6782834904138434	-2.1456055231606412	2.729337418060285
85	0.02250789974535251	-2.2635156469890183	2.704418179557897
86	0.7253262301231267	-2.1589742300286368	2.677034719534878
87	1.3613747095285667	-1.8422145745797354	2.6498673742604946
88	1.8683925251842257	-1.344243553927708	2.6255754140941496
89	2.19674920939047	-0.7138057594787278	2.6065370408176967
90	2.314302823088381	-0.01261296035835712	2.5946153771517912
91	2.2095465851438454	0.6906972539463432	2.5909778280319573
92	1.8927346276754844	1.3272799589175475	2.5959802296716905
93	1.3948787797323998	1.8348219478470154	2.6091329970086985
94	0.7647126492788053	2.1636416675550643	2.629148511895218
95	0.06392125904368719	2.281551675414316	2.6540677780021507
96	-0.6388970712581649	2.1770103744230593	2.681451210420626
97	-1.2749454910598497	1.8602507190121191	2.708618556018418
98	-1.7819633054218724	1.3622796431510027	2.73291028425007
99	-2.1103199909359884	0.7318418821669003	2.7519488946370676
100	-2.114912938125708	0.0441076168025704	3.451313295261117
101	-2.0154229039294056	-0.6335275804989241	3.4579012428888425
102	-1.711633957395724	-1.2473887477531114	3.453687854702687
103	-1.233283037527566	-1.737386982699723	3.4390856041668982
104	-0.6271946200183836	-2.055557969790447	3.415523844387458
105	0.047303285256449036	-2.1707565910583364	3.3853088545890793
106	0.7241860471948349	-2.071706744444575	3.351398187788101
107	1.337195716321146	-1.7681037610003167	3.317111425977716
108	1.8263265823387955	-1.289666720338935	3.285804993315876
109	2.1436989784322864	-0.6832283273869271	3.2605430631726837
110	2.2582466902966556	-0.008150889554920672	3.243798421170004
111	2.158756656105099	0.6694843149946442	3.237210471816995
112	1.8549675904161032	1.2833455619016831	3.2414238403782076
113	1.3766167897744364	1.7733438259164984	3.2560260846596782
114	0.7705282529818211	2.0915146969621747	3.279587871396845
115	0.09603037750886628	2.206713318249045	3.3098028613569284
116	-0.5808524142313976	2.107663471616303	3.343713527996202
117	-1.1938620832817863	1.8040606041411698	3.378000262202043
118	-1.6829929493184164	1.3256235344875067	3.409306701765019
119	-2.0003654646716145	0.7191850617308027	3.4345686502395174
120	-1.9951007881000469	0.061404616077067695	4.135349324590506
121	-1.9006027209956529	-0.5904877082883068	4.145529382286895
122	-1.6096004657639484	-1.1815106565405489	4.142918208005968
123	-1.150579118151169	-1.6538104244494047	4.1277717463780625
124	-0.5684709345457243	-1.9611552142353095	4.1015722318103665
125	0.07974320308241369	-2.0734602034582843	4.0668843172080855
126	0.7306115666305995	-1.9797316958186597	4.027103726082423
127	1.3204226609321517	-1.689144934847103	3.9861244719925573
128	1.7914418014213447	-1.2301444198242417	3.947957536317994
129	2.0975620188769697	-0.6476601656210422	3.9163391997131773
130	2.2088185080901437	0.0012899421063608688	3.8943645275074235
131	2.1143204396921136	0.6531823216808242	3.8841847017457276
132	1.8233180664706123	1.2442050986789301	3.8867956710496885
133	1.3642967188957937	1.7165049245723485	3.9019421188753216
134	0.7821885949320655	2.0238497723807773	3.9281416199641543
135	0.1339744782857776	2.1361547008579507	3.962829794226951
136	-0.5168939062442581	2.0424262539641274	4.002610125692097
137	-1.106705060187527	1.7518394349700468	4.0435893932608264
138	-1.5777240815071705	1.2928388620385447	4.08175634338448
139	-1.8838444180943839	0.7103547237285486	4.113374651737934
140	-1.8687201191152447	0.08335337587617307	4.81574352490376
141	-1.7789326574035884	-0.5427175386919816	4.830029418643797
142	-1.5004689717802073	-1.110774180943106	4.8297224374715
143	-1.060586843034375	-1.5652114164005495	4.814852301083144
144	-0.5023451196698937	-1.8615455620297123	4.786874649542354
145	0.11961166126728305	-1.9707696539722692	4.748528399810972
146	0.7444020376258581	-1.8821917379352344	4.7035672349639315
147	1.3108671727087522	-1.6044828553338333	4.656391851600159
148	1.7635574858219738	-1.164826608773315	4.611620636814866
149	2.0581605517046837	-0.6062599550901754	4.573635473296638
