	start_radius	end_radius	length	twist	curve_x	curve_y
0	2.425139337578962	0.28747957302090243	18.35235632552763	-0.9130083997711269	-1.875629682956248	-1.7268464478292365
1	3.4061419769203516	0.17227716668524745	10.208074058974796	0.5888175409899259	-1.2145887663514854	1.001563136642349
2	2.947756411787304	0.25556024182053083	18.397301495627744	2.797424102666783	-3.31316364863386	1.131376072935029
3	3.362161553087651	0.42605542418111664	17.01270496787569	-0.1485666071487416	-3.9294201139447495	-0.03172237473461881
4	2.950297306260739	0.2882723379456892	18.840778481606378	0.4811958774701451	-2.3514838094879127	0.016772363452597472
5	3.3547201658868993	0.3560453583902585	19.89725792975463	2.9341606134369433	-2.3354408831589235	-0.048517229286654584
6	3.134355581290548	0.3267006431804919	21.540509995452236	2.3122565224403333	-2.5211204076015368	0.7535826218675916
7	3.3389924292972206	0.3724269809879838	19.220269459362356	2.322885742928924	-2.433218061503566	0.40327488472955386
8	3.198378008512474	0.3679623384941526	16.764874633119234	2.4272054603470745	-2.195247461054144	0.09312360537249365
9	2.382691416263477	0.35603797583586333	19.287540703621982	1.8891692423662656	-1.6647996988905858	1.178752695381133
10	3.143737690984117	0.2981202675916506	17.579837440148435	1.3311115623308596	-2.1597886352738036	-0.05879474730304299
11	3.1230184956621807	0.2771204318454786	19.514796916461805	0.905286205271122	-2.6601740465897463	0.5795451039464616
12	3.0089532994675374	0.28309801848399	16.71923462863557	1.306697300432873	-2.4950794393798086	0.7419901515431911
13	3.169066256333491	0.366074749265791	19.42462213344897	2.6066315650231635	-2.2140427714238973	0.6375348931199877
14	3.09946356419855	0.3473481049338353	18.942940798494817	2.445335850321801	-2.2900963804838614	0.602644589314407
15	3.2032105556049357	0.3609593699122981	18.334839967479706	2.1077792421158823	-2.544989813398459	0.387850607536127
16	3.175172746368097	0.31604846194484265	17.410163904086883	2.265850704400063	-2.3539433650415877	1.2585071234494039
17	3.0597839088520353	0.3223829461962305	15.788888415790996	1.845665284043246	-2.678366506740548	0.8196891067162314
18	3.1573862166576143	0.3292542806364263	15.82212556338642	1.8210702615016898	-2.1836983174706184	-0.03817863571934003
